rowID_P1,responseId_P1,duration_P1,startTime_P1,NAcount_P1,age,female,male,americanIndian,asian,black,latinx,pacificIslander,white,other,state,region,edu,edu_n,inc,poli_n,voteD,voteR,id_environmentalistP1,id_exaggeratedCrisisP1,id_spaceshipP1,id_ecoCatastropheP1,id_natureStrongerP1,id_humansAbusingEnviroP1,idIndexP1,pw_watchReadP1,pw_shareP1,pw_socialMediaConvoP1,pw_participateConvoP1,pw_startConvoP1,pwConverseIndexP1,pw_recycleP1,pw_lightsOffP1,pw_compostP1,pw_avoidMeatP1,pw_productImpactP1,pw_altTransportationP1,pw_reduceWaterP1,pw_reusableBottleP1,pw_washColdP1,pw_hangDryP1,pw_reusableBagsP1,pw_useDisposableProductsP1,pw_useKeurigP1,pw_usePlasticWaterP1,pwPEBsIndexP1,cc_SeriousnessP1,cc_HarmTimeP1,cc_PersonalHarmP1,ccIndexP1,cc_CauseP1,cc_CauseP1_n,wg_goodP1,wg_positiveP1,warmGlowIndexP1,intent_watchReadP1,intent_shareP1,intent_socialMediaConvoP1,intent_participateConvoP1,intent_startConvoP1,intentConverseIndexP1,intent_recycleP1,intent_lightsOffP1,intent_compostP1,intent_avoidMeatP1,intent_productImpactP1,intent_altTransportationP1,intent_reduceWaterP1,intent_reusableBottleP1,intent_washColdP1,intent_hangDryP1,intent_reusableBagsP1,intent_useDisposableProductsP1,intent_useKeurigP1,intent_usePlasticWaterP1,intentPEBsIndexP1,treatment,task,taskSpaced,wordCount,charity,taskTime,rowID_P2,responseId_P2,duration_P2,startTime_P2,NAcount_P2,id_environmentalistP2,id_exaggeratedCrisisP2,id_spaceshipP2,id_ecoCatastropheP2,id_natureStrongerP2,id_humansAbusingEnviroP2,idIndexP2,pw_watchReadP2,pw_shareP2,pw_socialMediaConvoP2,pw_participateConvoP2,pw_startConvoP2,pwConverseIndexP2,pw_recycleP2,pw_lightsOffP2,pw_compostP2,pw_avoidMeatP2,pw_productImpactP2,pw_altTransportationP2,pw_reduceWaterP2,pw_reusableBottleP2,pw_washColdP2,pw_hangDryP2,pw_reusableBagsP2,pw_useDisposableProductsP2,pw_useKeurigP2,pw_usePlasticWaterP2,pwPEBsIndexP2,cc_SeriousnessP2,cc_HarmTimeP2,cc_PersonalHarmP2,ccIndexP2,cc_CauseP2,cc_CauseP2_n,wg_goodP2,wg_positiveP2,warmGlowIndexP2,intent_watchReadP2,intent_shareP2,intent_socialMediaConvoP2,intent_participateConvoP2,intent_startConvoP2,intentConverseIndexP2,intent_recycleP2,intent_lightsOffP2,intent_compostP2,intent_avoidMeatP2,intent_productImpactP2,intent_altTransportationP2,intent_reduceWaterP2,intent_reusableBottleP2,intent_washColdP2,intent_hangDryP2,intent_reusableBagsP2,intent_useDisposableProductsP2,intent_useKeurigP2,intent_usePlasticWaterP2,intentPEBsIndexP2
277,R_2Ey4WdDh3UOqzXz,7.05,10/3/19 10:48,0,43,0,1,0,0,0,0,0,1,0,North Carolina,South,Bachelor's degree,5,62.5,2,1,0,6,3,5,5,2,6,-0.43830305783508194,2,1,1,2,2,-0.2661694054395092,4,4,1,5,2,2,4,3,2,1,4,4,5,4,-0.02680947284929215,2,2,2,-3.474080839062898,I don't know,0,6,6,0.21784312256050406,4,4,3,4,4,0.3849947371230177,5,5,1,5,4,4,4,4,4,2,5,3,4,3,0.25890327737528124,intrinsic,"romeo, will, capulet, tybalt, good, love, benvolio, laurence, shall, lady, day house, night, mercutio, juliet, now, paris, give, complete, sir, death, nurse, come, enter, hath, must, light, married, grave, nothing, exeunt, back, hast, first, blood, heaven, young, know, tell, montague, think, hence, old may, make god, bed, lord",romeo  will  capulet  tybalt  good  love  benvolio  laurence  shall  lady  day house  night  mercutio  juliet  now  paris  give  complete  sir  death  nurse  come  enter  hath  must  light  married  grave  nothing  exeunt  back  hast  first  blood  heaven  young  know  tell  montague  think  hence  old may  make god  bed  lord,48,Sierra Club - Vermont Chapter,1.4656333333333333,352,R_12PyGM3H6DzqJcY,4.566666666666666,2019-10-10 15:48:17,0,6,5,6,6,2,6,-0.041351867279405555,2,1,1,2,2,-0.35110686498129895,4,5,1,5,4,3,5,4,4,1,4,3,5,3,0.1613591743572971,3,3,3,-0.39613730797164787,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,4,3,4,4,0.6289762615223017,5,5,1,5,5,5,5,5,4,2,4,2,5,2,0.4339434198677302
278,R_1QgwSTwV8MY3VzA,15.766666666666667,10/3/19 10:39,0,25,0,1,0,0,0,0,0,1,0,Wisconsin,Midwest,Associates degree,3,62.5,2,1,0,4,6,6,6,6,6,0.15426047664781634,2,1,1,1,1,-0.678048333354134,4,5,1,1,2,1,4,1,1,1,1,3,5,3,-0.538638432638772,3,3,2,-1.2738978016706648,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,5,-0.48701713656829093,4,3,2,2,2,-0.5082489450074108,4,5,2,2,3,3,4,3,2,2,2,2,5,3,-0.39099328469675165,extrinsic,"beauty, nothing, peter, made, must, light, married, give, paris, speak, dream, breath, head, forth, gentle, servant, can, one, back, day, lady, house, night, mercutio, juliet, romeo, complete, laurence, therefore, never, banished, thursday, blood, heavy, master, tears, face, well, like, talk, black, good, tybalt, doth, hand, good, mine, sweet, wilt, know, mine, hear, alone, thought, shame, pardon, happy, farewell, world, pray, think, old, may, think, hence, father, bed, ever, letter, within, husband, every, leave, lord, gentleman, dead, complete, comes, earth, exit, grief, upon, life, lie, ere, eye, act,son, dost, cell, said, poor, fear, lies, put, rest, wall, early",beauty  nothing  peter  made  must  light  married  give  paris  speak  dream  breath  head  forth  gentle  servant  can  one  back  day  lady  house  night  mercutio  juliet  romeo  complete  laurence  therefore  never  banished  thursday  blood  heavy  master  tears  face  well  like  talk  black  good  tybalt  doth  hand  good  mine  sweet  wilt  know  mine  hear  alone  thought  shame  pardon  happy  farewell  world  pray  think  old  may  think  hence  father  bed  ever  letter  within  husband  every  leave  lord  gentleman  dead  complete  comes  earth  exit  grief  upon  life  lie  ere  eye  act son  dost  cell  said  poor  fear  lies  put  rest  wall  early,98,Environmental Defense Fund,5.00255,194,R_2b2jUoBRFwMxRol,8.416666666666666,2019-10-10 13:35:37,0,5,6,6,6,7,6,0.3800694866897145,3,2,1,2,2,0.08362642514626344,5,5,1,1,2,1,4,1,2,1,1,2,5,5,-0.26897291365505754,3,3,2,-1.4329951544824828,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.31171241794978877,4,3,3,3,3,0.029652563758562366,5,5,1,2,3,3,5,2,3,2,1,2,4,3,-0.25506695558670195
279,R_3pgSd8GGGTj9NGO,13.7,10/3/19 10:41,0,43,0,1,0,0,0,0,0,1,0,New Jersey,Northeast,High school diploma or equivalent,2,125,-2,0,1,6,3,6,2,4,5,-0.5996683680334571,1,1,1,1,1,-0.8808374967070594,5,4,4,1,2,2,4,3,1,1,3,4,4,4,-0.29819687126773337,2,2,1,-4.452452043396303,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,6,6,0.21784312256050406,4,3,4,3,3,0.08007099235173608,5,5,5,1,4,1,4,4,2,1,4,4,4,4,-1.413847568173247e-5,extrinsic,"well, like, good, doth, shall, cell, upon, romeo, say, may, hence, old, think, back, hast, never, must, true, peter, hath, man, men, eyes, exit, musician, sampson, soon, take, can, one much, fair, now, paris, speack, mercutio, juliet, heart, part, time, limps, nay, sound,  art, tonight, slain, lady, find, gone, woe, villain, cell, scene, haste, face, montague, world, prince, hand, happy, talk, black, banished, therefore, house, blood, love, will, capulet, enter, must, yet, exit, complete,  put, sir, away, said, holy, tears, name, exeunt, servant, forth, place, married",well  like  good  doth  shall  cell  upon  romeo  say  may  hence  old  think  back  hast  never  must  true  peter  hath  man  men  eyes  exit  musician  sampson  soon  take  can  one much  fair  now  paris  speack  mercutio  juliet  heart  part  time  limps  nay  sound   art  tonight  slain  lady  find  gone  woe  villain  cell  scene  haste  face  montague  world  prince  hand  happy  talk  black  banished  therefore  house  blood  love  will  capulet  enter  must  yet  exit  complete   put  sir  away  said  holy  tears  name  exeunt  servant  forth  place  married,86,Environmental Defense Fund,5.001866666666667,353,R_2EGWSQGHlSXjaOB,5.6,2019-10-10 15:48:33,0,6,2,4,3,3,7,-0.5720616392237079,3,1,2,2,1,-0.12822125935619405,5,5,3,1,2,1,4,4,1,1,4,3,5,4,-0.08205621062070972,2,2,3,-2.53179258331548,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,6,7,0.9863040712854125,4,4,3,3,3,0.17150371375334486,5,5,4,1,4,1,3,3,1,1,5,3,5,3,-0.12034585775681733
280,R_2CfB7Nz3cZmiDdU,14,10/3/19 10:41,0,33,0,1,0,0,0,0,0,1,0,Washington,West,High school diploma or equivalent,2,32.5,-1,0,1,4,2,6,5,3,6,-0.5486246761276121,1,2,3,3,2,0.3700821609779095,2,2,4,1,2,1,3,3,3,2,3,4,2,2,-0.33311256804032163,3,1,1,-4.379366784618664,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,6,6,0.21784312256050406,3,2,4,2,4,-0.2145219665259588,2,2,1,2,2,3,2,2,2,3,2,4,4,4,-0.6831248012464719,extrinsic,"Romeo,Juliet,Nurse,Friar,Man,Yet,Sampson,enter,old,hence,father,mercutio,complete,kinsman,desperate,stay,others,flower,made,marry,beauty,straight,many,posion,married,paris,now,servant,tonight,lady,day,house,blood,doth,montague,heaven.young,tell,know,like,well,face,never,banished,therefore,bring,twenty",Romeo Juliet Nurse Friar Man Yet Sampson enter old hence father mercutio complete kinsman desperate stay others flower made marry beauty straight many posion married paris now servant tonight lady day house blood doth montague heaven.young tell know like well face never banished therefore bring twenty,46,Environmental Defense Fund,4.873166666666666,308,R_25Sf8kOCtJiepMR,9.016666666666667,2019-10-10 14:22:11,1,6,3,6,5,2,6,-0.3009469487516788,1,1,1,1,3,-0.5695909191023146,1,3,4,1,4,1,3,4,1,4,4,3,4,5,-0.28012306441781887,2,1,1,-5.643281775328,NA,NA,6,4,-1.0374708887214588,5,4,3,5,4,0.7748933475091764,4,2,2,2,3,2,2,4,2,1,2,3,3,3,-0.37552820076540067
281,R_2zG7ocmjykvsN0t,15.216666666666667,10/3/19 10:41,0,34,1,0,0,1,0,0,0,0,0,California,West,Bachelor's degree,5,12.5,2,1,0,7,7,7,7,7,7,0.9910130080779666,4,2,2,1,2,0.36378282613199947,4,5,5,3,4,2,2,4,4,5,5,5,3,5,0.5360020799624939,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,4,4,4,4,0.6870013291690321,5,5,5,3,5,4,4,5,5,5,5,5,4,5,0.7510434380198555,intrinsic,"come, nurse, juliet, romeo, will , love, well, like, enter, must, true, hath, paris, now, mercutio, night, exeunt, servant, tonight, ground, mantua, holy, gone, woe, back, hast, first, find, lady, heavy, house, day, bloode, mother, thursday, daughter, mistress, never, bring, banished, twenty, therfore, laurence, tears, escalus, name, face well, like, talk, black, good, mine hear, know, tongue, alone, shame, warrant, firewell, happy, high, young, heaven, tell, montague, doth, hand, madam, world, peace, prince, think, old, pray, may, stand, tybalt, sweet, hence, father, bed, ever, make, god, word, lord, husband, gentleman, every leave, send, whose, hold, killed, desperate, kinsman, hither, loves, eyes, friend, exit, yet, dear, help, long, late, fair, friar, man, men, sampson, take, marry, na",come  nurse  juliet  romeo  will   love  well  like  enter  must  true  hath  paris  now  mercutio  night  exeunt  servant  tonight  ground  mantua  holy  gone  woe  back  hast  first  find  lady  heavy  house  day  bloode  mother  thursday  daughter  mistress  never  bring  banished  twenty  therfore  laurence  tears  escalus  name  face well  like  talk  black  good  mine hear  know  tongue  alone  shame  warrant  firewell  happy  high  young  heaven  tell  montague  doth  hand  madam  world  peace  prince  think  old  pray  may  stand  tybalt  sweet  hence  father  bed  ever  make  god  word  lord  husband  gentleman  every leave  send  whose  hold  killed  desperate  kinsman  hither  loves  eyes  friend  exit  yet  dear  help  long  late  fair  friar  man  men  sampson  take  marry  na,115,Environmental Defense Fund,5.001916666666667,220,R_1pQB54we4ePSJ6S,4.533333333333333,2019-10-10 13:46:09,0,7,7,7,7,7,7,0.9969647194901499,4,2,3,3,3,1.1467427735548088,5,5,5,3,4,3,4,5,5,5,5,5,4,5,0.9606963079288967,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,5,4,5,5,1.2118545417482127,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1.0219351723807495
282,R_XijGionsykEHGU1,14.15,10/3/19 10:42,0,57,1,0,0,0,0,0,0,1,0,California,West,Trade school degree or certificate,4,125,2,1,0,7,7,6,7,6,7,0.7987134220711211,2,2,3,1,3,0.3670926625438153,5,5,1,1,4,5,5,5,4,1,5,5,5,5,0.5583094523301796,4,3,4,1.81947875508108,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,4,4,4,4,4,0.527294194984326,5,5,1,1,5,5,5,5,5,1,5,5,5,5,0.4940300351856521,intrinsic,"juliet, romeo, nurse, come, mercutio, night, lady, day, laurence, benvolio, house, blood, doth, tybalt, good, upon, will, love, face, well, like, talk, heaven, young, tell, know, alone, hath, give, light, must, enter, complete, dead, sir, death, say, may, see, news stand, thank, prince, world, hand, alone, never, banished, therefore, hast, back, exeunt, back, tomorrow, years, better, cell, away, bid, call, life, lie, die, hour, little, faith, see, without, wilt, fair, long, help, dear, haste, act, joy, soul, fall, run, best, therefore, mistress, daughter, blood, tomorrow, mantua, grave, married, poison, slain, gregory, nothing, peter, nothing, many, speak, law, marry, deep, eyes, desperate, musician, earth, comes, lord, bed, bather, hence, old, think, prince, peace, worl",juliet  romeo  nurse  come  mercutio  night  lady  day  laurence  benvolio  house  blood  doth  tybalt  good  upon  will  love  face  well  like  talk  heaven  young  tell  know  alone  hath  give  light  must  enter  complete  dead  sir  death  say  may  see  news stand  thank  prince  world  hand  alone  never  banished  therefore  hast  back  exeunt  back  tomorrow  years  better  cell  away  bid  call  life  lie  die  hour  little  faith  see  without  wilt  fair  long  help  dear  haste  act  joy  soul  fall  run  best  therefore  mistress  daughter  blood  tomorrow  mantua  grave  married  poison  slain  gregory  nothing  peter  nothing  many  speak  law  marry  deep  eyes  desperate  musician  earth  comes  lord  bed  bather  hence  old  think  prince  peace  worl,113,Environmental Defense Fund,5.002116666666667,294,R_2dyZjqCSfV3G3gl,48.36666666666667,2019-10-10 13:35:38,0,6,7,7,7,6,7,0.8011992914306413,3,1,3,2,2,0.29409488778757076,5,5,1,1,4,1,5,5,4,1,5,5,5,5,0.3634709557763941,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,4,5,4,5,1.067444813599299,5,5,1,2,5,1,5,5,4,1,5,5,5,5,0.5139641593307489
283,R_2wsfXaEbcSDInbv,10.316666666666666,10/3/19 10:46,0,34,0,1,0,0,0,0,0,1,0,Virginia,South,Bachelor's degree,5,12.5,2,1,0,5,7,4,7,7,7,0.46080538241983815,4,1,1,1,2,-0.06647694196753987,4,4,4,1,1,1,2,5,5,1,4,5,5,5,0.06370042404893266,4,4,4,2.8830276443883776,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,4,4,-2.6450297553210063,5,1,2,1,2,-0.7830985054815534,5,5,4,1,2,1,2,4,4,1,5,4,5,5,-0.2692812472334257,control,"beauty, nothing, peter, made, must, show, marry, sleep, take, come, stay, flower, others, sampson, soon, exit, eyes, loves, indeed, kinsman, hither, desperate, straight, balthasar, many, fights, gregory, light, lives, bones, married, poison, gentle, ladies, give, paris, speak, head, breath, forth, place, grave, dream, tonight, servant, now, hath, must, true, enter, give, nurse, come, art, juliet, romeo, can, one, much, eye, mercutio, night, lady, day, shall, benvolio, laurence, love, will, face, well, like, tybalt, good, capulet, complete, dead, sir, death, say, may, upon, scene, second, tears, escalus, name, watch, haste, mine, hear, know, alone, tongue, shame, pardon, rosaline, heaven, young, farewell, warrant, watchman, thought, full, montague, doth, hand, world, meet, madam, done, world,peace, prince, think, stand, pray, say, see, news, without, late, keep, shalt, get, early, nay, lips, art, bear, wife, need, poor, holy, gone, woe, exeunt, tomorrow, back, hast, first, lady, house, blood, reona, means, mother, thursday, daughter, mistress, never, banished, haste, poor, thing, new, sin, child, kil",beauty  nothing  peter  made  must  show  marry  sleep  take  come  stay  flower  others  sampson  soon  exit  eyes  loves  indeed  kinsman  hither  desperate  straight  balthasar  many  fights  gregory  light  lives  bones  married  poison  gentle  ladies  give  paris  speak  head  breath  forth  place  grave  dream  tonight  servant  now  hath  must  true  enter  give  nurse  come  art  juliet  romeo  can  one  much  eye  mercutio  night  lady  day  shall  benvolio  laurence  love  will  face  well  like  tybalt  good  capulet  complete  dead  sir  death  say  may  upon  scene  second  tears  escalus  name  watch  haste  mine  hear  know  alone  tongue  shame  pardon  rosaline  heaven  young  farewell  warrant  watchman  thought  full  montague  doth  hand  world  meet  madam  done  world peace  prince  think  stand  pray  say  see  news  without  late  keep  shalt  get  early  nay  lips  art  bear  wife  need  poor  holy  gone  woe  exeunt  tomorrow  back  hast  first  lady  house  blood  reona  means  mother  thursday  daughter  mistress  never  banished  haste  poor  thing  new  sin  child  kil,159,NA,5.0008333333333335,234,R_2bQ1mZ5a9euCJdJ,3.8833333333333333,2019-10-10 13:53:34,0,6,7,4,7,7,7,0.5895303552921933,3,1,1,2,2,-0.13586217810295156,4,4,4,1,1,1,1,5,5,1,4,5,5,5,-0.03026179666356522,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,4,4,-2.4039459200946958,4,1,1,1,2,-0.9843524602817493,4,5,4,1,1,1,2,4,5,1,5,4,5,5,-0.3630555139628031
284,R_QnWO5HOngSceOHv,14.9,10/3/19 10:42,0,36,0,1,0,1,0,0,1,1,0,California,West,Bachelor's degree,5,200,1,1,0,6,7,7,7,7,7,0.8810796087775415,2,1,1,1,1,-0.678048333354134,5,5,4,3,4,2,5,5,4,4,5,4,5,2,0.3062656505616065,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,4,1,-4.759610532707391,5,1,2,2,1,-0.791714861784624,5,5,5,4,4,1,5,5,4,4,5,5,5,5,0.2674866625322758,intrinsic,"beauty, nothing, peter, made, must, marry, take, sleep, come, nurse, stay, flower, man, exit, kinsman, straight, hath, must, friar, yet, friend, complete, comes, earth, musician, hither, art, paris, now head, speak, breath, dream, servant, exeunt, back, tomorrow, shall, let, cell, banish, never, face, well, like, talk, black, min, hear, know, young, heaven, doth, prince, old, make, god, word, lord,",beauty  nothing  peter  made  must  marry  take  sleep  come  nurse  stay  flower  man  exit  kinsman  straight  hath  must  friar  yet  friend  complete  comes  earth  musician  hither  art  paris  now head  speak  breath  dream  servant  exeunt  back  tomorrow  shall  let  cell  banish  never  face  well  like  talk  black  min  hear  know  young  heaven  doth  prince  old  make  god  word  lord ,59,Environmental Defense Fund,5.00035,255,R_50c4ekDZurdSzW9,8.95,2019-10-10 13:55:25,0,7,7,7,7,7,7,0.9969647194901499,3,1,2,3,2,0.2896933362834816,5,4,5,3,4,1,5,4,4,5,5,4,5,5,0.5800894889447564,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.31171241794978877,4,2,4,3,4,0.18291145800803377,5,4,5,4,4,2,5,5,5,5,5,5,5,5,0.5784130637877473
285,R_bj5ylMG8XeRGc93,23.6,10/3/19 10:34,0,36,0,1,0,0,0,1,0,1,0,Connecticut,Northeast,Bachelor's degree,5,32.5,1,1,0,6,6,7,7,7,7,0.7983252030790159,3,1,3,1,1,-0.06946897312736196,5,5,1,2,4,1,5,1,3,4,5,4,5,5,0.23254403345507788,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,3,4,3,3,0.2397781265364423,5,5,1,4,5,1,5,1,5,5,5,4,5,5,0.31878390135795437,intrinsic,"beauty, nothing, peter, must, made enter, show, marry, take, sleep, come, stay, flower, sampson, soon, exit, eyes, loves, indeed, straight, nothing, light lives, true, nurse, sound, maid, friar, men, yet, man, yet, dear, complete, musician, desperate, thyself, balthasar, killed, hold, whose, send, every, beseech, husband, within, letter, ever, merry, father, quarrel, hence, pray, old, think, clouds, prince, peace, world, meet, madam, done, high, happy, farewell, warrant, shame, pardon, rosaline, gentle, forth, place, head, breath, dream, servant, mercutio, ground, mantua, exeunt, tomorrow, back, hast, first, though, sorrow, house, blood, means, mother, re-enter, thursday, daughter, mistress, never, bring, banished, twenty, therefore, laurence, master, answer, move, face, well, like, talk, black, good, mine, hear, know, alone, tongue, part, heart, villain, woe, years, body, better, second, scene, bevolio, tears, escalus, name, watch, nurse, bear, art, fear, lies, poor, can, one, much, romeo, upon, son, act, joy, hands, fall, soul, run, even, days, food, best, grief, kill, sight, child, sin, news makes, eye, wall much, put, rest, mad, sun vault, get, time, cars, silver, fair, long help dear, friar, late, shalt, forget, county, lord, word, make, death, may stand, doth,",beauty  nothing  peter  must  made enter  show  marry  take  sleep  come  stay  flower  sampson  soon  exit  eyes  loves  indeed  straight  nothing  light lives  true  nurse  sound  maid  friar  men  yet  man  yet  dear  complete  musician  desperate  thyself  balthasar  killed  hold  whose  send  every  beseech  husband  within  letter  ever  merry  father  quarrel  hence  pray  old  think  clouds  prince  peace  world  meet  madam  done  high  happy  farewell  warrant  shame  pardon  rosaline  gentle  forth  place  head  breath  dream  servant  mercutio  ground  mantua  exeunt  tomorrow  back  hast  first  though  sorrow  house  blood  means  mother  re-enter  thursday  daughter  mistress  never  bring  banished  twenty  therefore  laurence  master  answer  move  face  well  like  talk  black  good  mine  hear  know  alone  tongue  part  heart  villain  woe  years  body  better  second  scene  bevolio  tears  escalus  name  watch  nurse  bear  art  fear  lies  poor  can  one  much  romeo  upon  son  act  joy  hands  fall  soul  run  even  days  food  best  grief  kill  sight  child  sin  news makes  eye  wall much  put  rest  mad  sun vault  get  time  cars  silver  fair  long help dear  friar  late  shalt  forget  county  lord  word  make  death  may stand  doth ,185,Environmental Defense Fund,5.000366666666666,224,R_27s7bleRhPCviIQ,7.4,2019-10-10 13:44:21,0,6,7,6,7,7,7,0.790484555587907,4,1,2,1,1,-0.12355355391901868,5,5,1,2,4,1,5,1,3,3,5,5,5,5,0.1899274945229206,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,2,4,2,3,0.04504676098022024,5,5,1,4,5,2,5,1,4,5,5,4,5,5,0.28613858535948666
286,R_22SsvL8rWj4JdNo,11.65,10/3/19 10:45,0,29,0,1,0,0,0,0,0,1,0,North Carolina,South,Associates degree,3,62.5,2,1,0,5,7,7,7,7,7,0.7711462094771167,3,1,1,2,3,0.14261282259415953,4,4,1,1,4,1,3,5,1,1,4,5,5,5,0.05297523837180511,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,5,-0.48701713656829093,5,1,1,3,4,-0.3179559200698007,4,5,1,4,4,1,4,5,4,1,5,2,5,3,-0.09796330677736208,control,"juliet, nurse, romeo, mercutio, complete, night, back, years, hast, find, first, lady, shall, will, capulet, prince, peace, world, blood, day, love, good, tybalt, doth, montague, laurence, face, well, like, talk, black, mine, hear, know, alone, tongue, shame, warrant, exuent, holy, gone, villain, can, one, much, put, the, complete, comes, earth, dead, word, husband, every, leave, within, letter, ever bed, hilled, desperate, kinsman, hither, eyes, exit, friend, yet, man, men, friar, dear, help, long, fair, time, art, nay, lips, exit, eyes, loves, soon, sampson, flower, stay, when, take, others, sleep, marry, enter, hath, true, light, peter, gregory, married, grave, forth, many, position, speak grave, gentle, forth, breath, dream, many, cell, away, live, upon, still, wilt, tomb, thine, pale, came, hand, madam, twenty, therefore, matter, mantua, ground, thursday, mistress, daughter, mother, place,",juliet  nurse  romeo  mercutio  complete  night  back  years  hast  find  first  lady  shall  will  capulet  prince  peace  world  blood  day  love  good  tybalt  doth  montague  laurence  face  well  like  talk  black  mine  hear  know  alone  tongue  shame  warrant  exuent  holy  gone  villain  can  one  much  put  the  complete  comes  earth  dead  word  husband  every  leave  within  letter  ever bed  hilled  desperate  kinsman  hither  eyes  exit  friend  yet  man  men  friar  dear  help  long  fair  time  art  nay  lips  exit  eyes  loves  soon  sampson  flower  stay  when  take  others  sleep  marry  enter  hath  true  light  peter  gregory  married  grave  forth  many  position  speak grave  gentle  forth  breath  dream  many  cell  away  live  upon  still  wilt  tomb  thine  pale  came  hand  madam  twenty  therefore  matter  mantua  ground  thursday  mistress  daughter  mother  place ,130,NA,5.001833333333334,273,R_2YJLRjGNHqF9A3N,10.416666666666666,2019-10-10 14:02:25,0,5,7,7,7,6,7,0.6951962276762551,4,1,2,1,2,0.08378406027948498,2,5,1,1,4,1,5,5,3,1,4,5,5,5,0.13182832009008905,4,4,4,2.776375813883019,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,4,1,1,2,3,-0.6866838378833641,5,5,2,1,5,1,5,5,3,1,5,5,5,5,0.013233824023359968
